word,label,polarity,count,pos_score,neg_score
인플레이션기대심리/NNG;확산될/VVX,1,1.0,35,0.933545075682324,0.10976960844544018
경제지표/NNG;양호하/VVX,1,0.9745717171803794,81,0.8871931016536106,0.11318726759461728
잠재성장률/NNG;웃돌/VV,1,0.971319126515739,41,0.9205451959256575,0.12385715479385861
소비지출/NNG;증가하/VVX,1,0.9273788381206343,42,0.9568470424526633,0.16151794477372747
생산/NNG;증가했/VVX,1,0.9184995230186408,37,1.0,0.17997857888818178
수출/NNG;호조/NNG;지속하/VVX,1,0.7772754442353393,80,0.9917749553390505,0.27833542224248115
견조한/VAX;성장/NNG;유지하/VVX,1,0.5265058249562049,29,0.38957560651897644,0.14574316482588512
물가안정기조/NNG;유지되/VVX,1,0.5228102546399187,230,0.3767389098141719,0.14001257971159553
물가안정/NNG;유지될/VVX,1,0.5221594257022923,74,0.39070810271660694,0.14827625380226983
견조한/VAX;성장/NNG;지속하/VVX,1,0.52083647475263,216,0.38473123469016274,0.14542865371725633
물가안정기조/NNG;하/VV,1,0.5113944057028186,45,0.3609930862963843,0.1357310451462344
물가안정기조/NNG;유지하/VVX,1,0.5112596522171318,33,0.36966329842956536,0.1408229743896337
금융안정/NNG;유의하/VVX,1,0.5027439948799888,176,0.3525396719983767,0.13436431311793626
금융안정/NNG;유의해/VVX,1,0.5002798050852317,42,0.34561522582392096,0.1312928043663908
성장세회복/NNG;지원하/VVX,1,0.49480804824957714,144,0.3489770570914699,0.13551959293816776
금융완화/NNG;유지하/VVX,1,0.4926491437577192,236,0.3285965095233023,0.12425159338207624
물가안정기조/NNG;유지될/VVX,1,0.48842618662438,59,0.3622991837323693,0.14614345679656593
성장/NNG;두/VV,1,0.48548869967316444,22,0.3083727315048439,0.11489998209232465
경제/NNG;성장세회복/NNG;지원하/VVX,1,0.4849476983690515,35,0.35893066185265515,0.14559154700217555
경기회복세/NNG;되/VV,1,0.4783921094245367,62,0.35052975249915935,0.1432603132592605
