word,label,polarity,count,pos_count,neg_count,neu_count,pos_score,neg_score
성장능력/NNG;괜찮/VA;경로이/VVX,1,1.0,34,34,0,0,0.7906512836302811,0.00018278087251644
금리/NNG;너무/MAG;낮/VA;아니/VCN;올리/VV,1,0.9999905129487976,32,32,0,0,0.7747676186691467,0.00018278087251644
금리인상/NNG;부동산가격/NNG;영향/NNG;주/VV;아니/VCN,1,0.999985447426361,31,31,0,0,0.7665451985969294,0.00018278087251644
흑자/NNG;정부/NNG;가/VV,1,0.9999688371698185,28,28,0,0,0.7407661935210782,0.00018278087251644
경상수지/NNG;흑자/NNG;기조다/VVX,1,0.9999498572472336,25,25,0,0,0.7133530570834838,0.00018278087251644
가계부채/NNG;문제/NNG;있/VA;정상/NNG;돌아가/VV,1,0.9999357080060707,23,23,0,0,0.6942012884225345,0.00018278087251644
수출/NNG;높/VA;증가세/NNG;지속하/VVX,1,0.9998746505134535,16,16,0,1,0.6221232553626186,0.00018278087251644
수요압력/NNG;증대될/VVX,1,0.9998746505134535,16,16,0,14,0.6221232553626186,0.00018278087251644
물가안정기조/NNG;유지될/VVX,1,0.9992432054327063,30,29,1,27,0.7495046872044561,0.00045673945870335596
환율하락/NNG;예상하/VVX,1,0.9990670791365754,27,26,1,3,0.7226268432413095,0.0005039954938206077
인플레이션기대심리/NNG;확산될/VVX,1,0.9976099428757519,17,16,1,13,0.6220549167861283,0.0008874190015134616
통화정책/NNG;방향/NNG;조정/NNG;검토해/VVX;할/VX,1,0.9968596422414193,15,14,1,5,0.6001765248775734,0.001081790502525203
콜금리/NNG;올렸/VV,1,0.9964995622266579,26,24,2,13,0.7037121276858931,0.0013954155798336762
금리인상/NNG;이뤄지지/VV,1,0.9929313192841966,20,18,2,29,0.6432289807585672,0.0024281584574609356
경제위기/NNG;겪/VV,1,0.9918100773307954,19,17,2,16,0.6326038397287761,0.0027451072132349853
금리/NNG;낮/VA;있/VV,1,0.9905168695092479,26,23,3,3,0.6938031981281703,0.0034628824238864815
경기회복세/NNG;되/VV,1,0.989272701089299,25,22,3,36,0.6839399649002607,0.0038430749910496657
경제성장/NNG;가능할/VVX,1,0.989272701089299,25,22,3,5,0.6839399649002607,0.0038430749910496657
금리/NNG;상승세/NNG;쉬/VV,1,0.9885881027366674,17,15,2,21,0.6109270109495539,0.003644080818690658
견실한/VAX;성장세/NNG;이/VV,1,0.9877740883366835,24,21,3,26,0.6739069913749639,0.0042970566510328444
인플레이션억제/NNG;위한/VV,1,0.9862438459540477,30,26,4,38,0.722011802092313,0.005162967435616513
금융위기/NNG;극복/NNG;위한/VV,1,0.98622270872885,16,14,2,13,0.599883736778896,0.004296075579567958
성장경로/NNG;크/VA;벗어나/VV;않/VX,1,0.9809115291421819,21,18,3,28,0.6428171385351856,0.006337464274246628
콜금리/NNG;올린/VV,1,0.980188033623554,27,23,4,17,0.6933570204090824,0.007091274225603879
경기회복세/NNG;진행되/VVX,1,0.97738380854692,20,17,3,24,0.6321312644708913,0.007369706708720116
금융완화/NNG;줄여/VV,1,0.97738380854692,20,17,3,36,0.6321312644708913,0.007369706708720116
잠재성장률/NNG;웃돌/VV,1,0.9773260298745325,26,22,4,14,0.6834433384084171,0.007988109825095647
금리/NNG;상승세/NNG;지속하/VVX,1,0.9728664276418157,19,16,3,19,0.6212860684525656,0.008680839007670431
불확실성/NNG;상존한/VVX,1,0.9714776389735995,46,38,8,20,0.8181363107279171,0.012015031457020792
금융완화/NNG;유지하/VVX,1,0.9699833422653796,113,92,21,117,0.9863159027009175,0.015243183718881045
성장/NNG;될/VV,1,0.9689521298720054,45,37,8,16,0.8109088316394971,0.012963109624903924
물가안정기조/NNG;하/VV,1,0.9669902463384572,18,15,3,24,0.6102803490200874,0.010373616062900552
통화정책/NNG;완화/NNG;유지해/VVX,1,0.9631678299515665,28,23,5,31,0.6925994898623906,0.01314280644123154
