word,label,polarity,count,pos_score,neg_score
성장/NNG;지속하/VVX;물가안정기조/NNG,1,1.0,11,1.0,0.010322019060381235
경제/NNG;견조한/VAX;성장/NNG,1,0.9934166971332861,11,0.9914042682220083,0.013817563656169
회복/NNG;지속되/VVX,1,0.9303058330351934,2,0.6988456343858617,0.01738832940508431
확장/NNG;기조/NNG;유지하/VVX,1,0.9281965451403031,1,0.785952787791976,0.030004203867624188
견조한/VAX;성장/NNG;지속하/VVX,1,0.910569591282175,10,0.5644728855196908,0.007966965805953888
물가안정/NNG;유지될/VVX;있/VV,1,0.9055086114990203,8,0.5595799611456429,0.009381031877844524
물가안정/NNG;유지될/VVX,1,0.905491194679692,11,0.5569813488490477,0.009005696538672035
성장/NNG;지속하/VVX;물가안정/NNG,1,0.9050602495917095,8,0.5608835879982494,0.009761479063756986
지속하/VVX;물가안정/NNG;유지될/VVX,1,0.9046531129960993,6,0.561899164997123,0.01008280528703745
있/VV;경제상황/NNG,1,0.9046156142679296,10,0.507912820830497,0.002118693626735753
고려하/VVX;나갈/VX,1,0.9045783084719368,3,0.5523769959126309,0.008706587869822618
경제상황/NNG;고려하/VVX;나갈/VX,1,0.9043681494938691,3,0.5551050334796435,0.009197528650151061
성장/NNG;지속하/VVX,1,0.9042018366679738,22,0.5282932995945707,0.005296592225746499
유지될/VVX;있/VV;경제상황/NNG,1,0.9039325905104185,10,0.560016484164404,0.010107347359181966
있/VV;경제상황/NNG;고려하/VVX,1,0.9038786587336951,6,0.5540714583487087,0.009248434457541933
하/VV;방향/NNG,1,0.9038060445218026,1,0.4915197715692056,0.0
지속하/VVX;물가안정/NNG,1,0.9037616314040526,8,0.5395940042117076,0.007149236464361009
있/VV;하/VV;방향/NNG,1,0.9036057786577953,1,0.5338637064133812,0.006361955668772758
경제상황/NNG;고려하/VVX,1,0.9034380418346353,11,0.520249508032512,0.004406939713359527
물가안정기조/NNG;유지될/VVX,1,0.9032602418377162,11,0.5412070371279906,0.007593298428525287
물가안정기조/NNG;유지될/VVX;있/VV,1,0.9032484858034324,8,0.5576397626475155,0.010041588175922263
위/NNG;견조한/VAX;성장/NNG,1,0.9031461282473048,3,0.5531568255932567,0.009417591099725993
기조/NNG;위/NNG;견조한/VAX,1,0.9027115575275968,3,0.5537017694890009,0.009679715182643895
금융완화/NNG;기조하/VVX,1,0.9023995693688331,1,0.5399702398788742,0.00776037589424019
지속하/VVX;물가안정기조/NNG;유지될/VVX,1,0.9021810063670852,6,0.5578560801244281,0.010521450169909307
