word,label,polarity,ratio,count,intensity,pos_score,neg_score
심리/NNG;긍정적/VAX,1,1.0,126.18911559606843,279,126.18911559606843,1065.6921900553803,8.445198977910763
견조/NNG,1,0.999843236317558,125.01257191290613,15417,125.01257191290613,1053.713378577356,8.428859293539357
펀더멘털/NNG;견고/NNG,1,0.9995670343094704,122.9917304803349,164,122.9917304803349,1022.8487963136323,8.316402999770585
안정/NNG,1,0.9984562645889052,115.47956472494646,113042,115.47956472494646,1085.2223454648451,9.397527155992217
안정/NNG;추세/NNG,1,0.9981312149296269,113.4504080756343,400,113.4504080756343,1060.084586053623,9.344035019661574
심리/NNG;안정/NNG,1,0.9942197715593779,93.61605907019998,1385,93.61605907019998,1120.2624810124328,11.966563131784689
위험/NNG;감소/NNG,1,0.9873471296317389,71.53051668038972,741,71.53051668038972,1024.5001831263558,14.322560924646936
불안/NNG;감소/NNG,1,0.9155968976344976,20.103294877575415,50,20.103294877575415,1008.7981281453092,50.18073575941978
불확실성/NNG;축소/NNG,1,0.9093017442119826,18.867360337703275,177,18.867360337703275,1015.770351728288,53.83743849416181
불안/NNG;벗어나/VV,1,0.9084394447836707,18.709247543913634,59,18.709247543913634,1031.3370289294987,55.12445257398961
불안/NNG;않/VX,1,0.8760459447207937,14.17298917173161,314,14.17298917173161,1021.388610996106,72.06585700589483
위험/NNG;선호/NNG,1,0.8751416355172478,14.076122044531465,2642,14.076122044531465,1071.9944748984324,76.1569466012764
불안정성/NNG;완화/NNG,1,0.8644270585307687,13.015928248712092,48,13.015928248712092,1016.7691186840499,78.11729592045484
펀더멘털/NNG;견조/NNG,1,0.8332617885923007,10.635856484553681,261,10.635856484553681,92.08181755704048,8.657677704731135
불안정/NNG;해소/NNG,1,0.8311352003457235,10.502574250293884,31,10.502574250293884,1020.2193223852829,97.13992951363662
안정화/NNG;추세/NNG,1,0.8274094750936166,10.276280600436323,246,10.276280600436323,89.29845300051613,8.689763979072797
하락/NNG;안정/NNG,1,0.8267061200592011,10.23455578172452,709,10.23455578172452,94.64574639398313,9.247665302971786
안정/NNG;금리/NNG;안정/NNG,1,0.8232056086015661,10.03140565903409,33,10.03140565903409,89.4481958753799,8.916815740057782
안정/NNG;효과/NNG,1,0.8209930267051434,9.906746484919996,676,9.906746484919996,86.62308649253698,8.74384810637824
안정/NNG;떨어/VV,1,0.8188026068891465,9.786080445328153,77,9.786080445328153,83.78319571518288,8.561466072474476
심리/NNG;부정적/VAX,1,0.8148369885572,9.574281364606433,298,9.574281364606433,86.42148138147672,9.026419643457933
견고/NNG,1,0.809316754846441,9.292931784033696,4772,9.292931784033696,78.2638945567818,8.421873352309332
투자심리/NNG;안정/NNG,1,0.8069009032675816,9.174458974476003,797,9.174458974476003,96.87866010439866,10.559604699734553
안정/NNG;어렵/VA,1,0.793751371734219,8.574610710361409,269,8.574610710361409,102.71993361308385,11.97954485431728
예상/NNG;견조/NNG,1,0.7913574772552628,8.472936510204153,296,8.472936510204153,68.93422027224116,8.135812205039196
안정/NNG;시장/NNG;안정/NNG,1,0.788636385653158,8.359957113699164,32,8.359957113699164,100.76554287303043,12.053356435035955
지표/NNG;견조/NNG,1,0.7878652889557731,8.32842930072734,441,8.32842930072734,68.66353186426953,8.244475564951124
안정/NNG;줄/VV,1,0.7836968404055221,8.161607535182805,171,8.161607535182805,95.86802231876852,11.746218120082792
견조/NNG;상승/NNG,1,0.7835413714096385,8.155500702996218,509,8.155500702996218,65.8956586445677,8.079903496343094
견조/NNG;회복/NNG,1,0.7831607125681386,8.140583416959807,453,8.140583416959807,68.06621385467194,8.361343452714356
회복/NNG;견조/NNG,1,0.7791736362830306,7.98720929299896,243,7.98720929299896,65.88823307024906,8.2492183005649
경기/NNG;견조/NNG,1,0.7787151537408831,7.969901794060849,352,7.969901794060849,65.06908670450227,8.164352382985646
변동성/NNG;감소/NNG,1,0.7779636373380261,7.941676947698479,234,7.941676947698479,1016.6328448918056,128.01236459088514
경제/NNG;지표/NNG;견조/NNG,1,0.7733362195976892,7.771718371287582,160,7.771718371287582,63.98974427804672,8.23366741060191
견조/NNG;경기/NNG;회복/NNG,1,0.7684007669796151,7.5974258100855705,166,7.5974258100855705,62.43912933043689,8.218458579424237
안정/NNG;못하/VX,1,0.7631441250546123,7.4192502034781445,244,7.4192502034781445,98.91370250756628,13.33203488152961
경제/NNG;견조/NNG,1,0.7580353437802804,7.253022581318413,1078,7.253022581318413,61.97426167667404,8.544611709372166
금리/NNG;견조/NNG,1,0.757615135064119,7.239641650400175,168,7.239641650400175,58.94970536906517,8.142627524361885
전망/NNG;견조/NNG,1,0.7561895176371155,7.1945666163316355,74,7.1945666163316355,58.503273282045,8.131591018872884
안정/NNG;충격/NNG,1,0.7502409872090461,7.011690126065385,27,7.011690126065385,92.267905762433,13.159153371515178
경기/NNG;견조/NNG;회복/NNG,1,0.7499834792890125,7.003957390546324,84,7.003957390546324,58.26948609765144,8.319508935948322
안정/NNG;않/VX,1,0.7484129394078503,6.957118404461211,524,6.957118404461211,65.91948878958819,9.475113826913987
견조/NNG;성장/NNG,1,0.7472764593257737,6.923564901222165,1803,6.923564901222165,59.30567470519218,8.565771470521407
견조/NNG;추세/NNG,1,0.7470737580669611,6.91761001624421,44,6.91761001624421,55.44564761334644,8.015145040432568
경기/NNG;회복/NNG;견조/NNG,1,0.7463783990328919,6.897250048876066,98,6.897250048876066,58.09859790621887,8.423443763023535
심리/NNG;안정/NNG;줄/VV,1,0.7423603722401726,6.781623557541722,31,6.781623557541722,65.35467531098772,9.63702493310882
