word,label,polarity,count,pos_score,neg_score
성장세/NNG;회복/NNG,1,1.0,1189,0.5326864589410562,0.0042432983580483275
금리/NNG;인상/NNG,1,0.9984537852865427,213495,0.5661229228078908,0.008431153102905698
유가/NNG;상승세/NNG,1,0.9968523428429181,1722,0.5475675268197215,0.006992923324406169
흑자/NNG;확대/NNG,1,0.9964042471842594,520,0.5343447890578704,0.005699690690776589
생산/NNG;높/VA,1,0.9958280603493337,168,0.5335541678294515,0.005817419082984176
소비/NNG;늘리/VV,1,0.9951131205592285,175,0.5759139649552343,0.0107703704254923
고용창출/NNG;호조/NNG,1,0.9950891069921051,110,0.5581450677738433,0.008808293966257971
신용등급/NNG;상승/NNG,1,0.9946292748830994,677,0.5302125284439636,0.005872211957651125
금리/NNG;오른/VV,1,0.9936897520402086,7128,0.5311586467283171,0.006310606260773282
기준금리/NNG;인상/NNG,1,0.9920268633705474,73235,0.5540596595038768,0.009484548209406958
성장세/NNG;높/VA,1,0.9909926941237703,146,0.52282876175827,0.0063235969739491036
외환시장/NNG;안정적/VAX,1,0.989453108802085,53,0.5246987594603914,0.00707756315334509
자산가격/NNG;상승/NNG,1,0.9884410623864746,1737,0.5563312762347921,0.011072445939007988
금융시장/NNG;성장/NNG,1,0.9853432279338017,57,0.5545082654009686,0.012013231984674747
인플레이션/NNG;예상/NNG;완화/NNG;않/VX,1,0.9850502943746966,58,0.5356502546999344,0.009913759336837094
과열/NNG;성장/NNG,1,0.9838590603652528,25,0.5334269798343944,0.010081267569433991
고용/NNG;늘릴/VV,1,0.983661115604956,39,0.5360488465072063,0.010461704636657474
기준금리/NNG;올랐/VV,1,0.9824462810671295,153,0.52569762572398,0.009671707328175207
수요/NNG;증가/NNG;전망/NNG,1,0.9823525579923131,362,0.5282691226790573,0.010010419294130221
국채선물시장/NNG;약세/NNG,1,0.9819757409232661,313,0.5281453603394667,0.010130118996411131
서비스업/NNG;상승/NNG,1,0.9813838433276441,89,0.5355895351357208,0.011229983404878624
금리/NNG;급등/NNG,1,0.9812299868116332,15249,0.5650785604898041,0.01480871286477332
고용자수/NNG;증가/NNG,1,0.9810539686452455,1564,0.5538046032324082,0.013527434069344564
금리/NNG;상승/NNG,1,0.9711847729435861,102989,0.5526908726980604,0.01708480175809712
물가/NNG;상승압력/NNG;작용/NNG,1,0.971072125048706,381,0.5558270906157359,0.017521643185941356
상승압력/NNG;기대/NNG,1,0.9693344571534552,46,0.5290054245185761,0.014775177929724917
상승압력/NNG;우려/NNG,1,0.9641561168376569,150,0.5328381869388275,0.017150192866990852
변동성/NNG;축소/NNG,1,0.9502926691382261,1299,0.543032258669418,0.02366770980989841
신용/NNG;확장/NNG,1,0.9167219294964208,100,0.5270916759175617,0.033959175681041766
고용/NNG;늘리/VV,1,0.9152783342462982,150,0.5812064128550116,0.043251861430593806
변동성/NNG;줄/VV,1,0.8870163168888807,200,0.526615456649675,0.04527601426694183
양적완화/NNG;끝나/VV,1,0.8863797563655422,42,0.5823256922235294,0.055603374007766236
일자리/NNG;늘/VV,1,0.885789672162655,119,0.5402439553018917,0.048224739708977865
물가상승률/NNG;높/VA,1,0.8784096243969493,1542,0.5391261706080299,0.05096949211184498
양적완화/NNG;종료/NNG,1,0.8717001630372192,2610,0.6034676250676103,0.06595316634730546
기준금리/NNG;내리/VV;않/VX,1,0.8700848300548336,93,0.5639876917002898,0.05909439415091879
위험자산/NNG;선호/NNG,1,0.8636336038254273,6391,0.5657731078074819,0.062170745778850525
양적완화/NNG;축소/NNG,1,0.8552355738070452,10551,0.5803768650594553,0.06870997154973227
경제/NNG;성장/NNG,1,0.8264351939428976,21400,0.5596341625961475,0.07690540796937413
부도위험/NNG;낮/VA,1,0.7942824805334314,89,0.540637268602222,0.08648771592340511
기준금리/NNG;올리/VV,1,0.7896029061089822,2356,0.6533333306722201,0.1166756765992089
금리/NNG;올리/VV,1,0.7634314482055216,6200,0.6272056499912588,0.12349646269957483
채권가격/NNG;내리/VV,1,0.567144194053953,82,1.0,0.3989452223982459
기업/NNG;투자/NNG;늘리/VV,1,0.46544622521797185,35,0.08298868357674355,0.01207227954414469
투자/NNG;늘리/VV,1,0.45612951394843204,765,0.08340089148319912,0.013604944204625631
연방기금금리/NNG;인상/NNG,1,0.42948823887564425,1408,0.06340407743546976,0.005884223793282811
비농업/NNG;고용창출/NNG;호조/NNG,1,0.42912072497362774,91,0.06880386351853006,0.00905131759561396
기준금리/NNG;인상/NNG;시작/NNG,1,0.4282246990730103,739,0.08119238080737892,0.016341850742764702
기준금리/NNG;올려/VV,1,0.4252573712880554,264,0.07239344876258001,0.011645223879224278
고용창출/NNG;호조/NNG;보일/VV,1,0.4201879208637287,27,0.06826762224233825,0.009903424455642185
기준금리/NNG;올렸/VV,1,0.4160611235593801,702,0.07530416740530675,0.014615542280113752
금리/NNG;올리/VV;시작/NNG,1,0.41524289843831563,197,0.10721829071055441,0.03367625769923334
비농업/NNG;고용창출/NNG;호조/NNG;보일/VV,1,0.4134016081946703,23,0.06798347546514867,0.010625638734740367
고용창출/NNG;증가/NNG,1,0.4017184952305497,153,0.061951783439326724,0.008500355044271823
노동시장/NNG;호조/NNG,1,0.3994232838912728,141,0.056355041809082164,0.005367390370637929
성장/NNG;회복/NNG,1,0.3940506131285102,515,0.06152314849403697,0.009210800212211174
국제/NNG;유가/NNG;상승세/NNG,1,0.39272061113910084,813,0.0569516637729062,0.006548014477055428
시장/NNG;금리/NNG;급등/NNG,1,0.39208200199554644,1121,0.06908099982645333,0.014149825464074284
